               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  45,                0.02,           0.0071992,           0.0050057,             0.98944,                   1,               0.995,             0.85501,            0.009332,           0.0020005,          0.00056462,            0.007096,            0.007096,            0.007096
                  46,            0.020293,           0.0072355,           0.0047197,             0.92269,              0.9039,             0.96834,             0.83235,            0.010137,           0.0021971,            0.008725,             0.00703,             0.00703,             0.00703
                  47,            0.019815,           0.0072004,           0.0049848,             0.97428,             0.98613,             0.99197,             0.84317,           0.0095185,           0.0021426,           0.0012288,            0.006964,            0.006964,            0.006964
                  48,            0.020254,           0.0071256,           0.0047585,             0.98771,             0.99935,               0.995,             0.84144,            0.010185,           0.0022604,          0.00048695,            0.006898,            0.006898,            0.006898
                  49,            0.019404,           0.0069668,            0.003443,                0.99,                   1,               0.995,              0.8644,           0.0093922,           0.0019913,          0.00038581,            0.006832,            0.006832,            0.006832
                  50,            0.019842,            0.007107,           0.0056718,             0.97469,             0.97155,               0.995,             0.77615,            0.014915,             0.00323,           0.0013244,            0.006766,            0.006766,            0.006766
                  51,            0.019786,           0.0068098,           0.0035206,             0.98952,                   1,               0.995,             0.87192,           0.0082385,           0.0018989,          0.00043774,              0.0067,              0.0067,              0.0067
                  52,            0.019345,           0.0069604,           0.0045341,             0.98663,                   1,               0.995,             0.87578,           0.0084282,           0.0020977,          0.00037544,            0.006634,            0.006634,            0.006634
                  53,            0.019315,           0.0070539,           0.0038964,             0.99065,                   1,               0.995,             0.86618,           0.0089147,           0.0020508,          0.00029626,            0.006568,            0.006568,            0.006568
                  54,            0.019173,           0.0067574,            0.004012,             0.96046,             0.98333,             0.97404,             0.84842,           0.0084903,           0.0019949,           0.0024742,            0.006502,            0.006502,            0.006502
                  55,            0.019738,           0.0067325,           0.0035444,             0.99079,                   1,               0.995,             0.86582,           0.0082305,           0.0017989,          0.00037315,            0.006436,            0.006436,            0.006436
                  56,            0.019801,           0.0066774,           0.0028369,             0.98244,             0.99797,               0.995,             0.87685,           0.0080963,           0.0019342,          0.00074387,             0.00637,             0.00637,             0.00637
                  57,            0.018718,           0.0065766,           0.0034553,             0.98575,                   1,               0.995,             0.86551,           0.0081944,           0.0020588,          0.00036886,            0.006304,            0.006304,            0.006304
                  58,            0.018872,           0.0065937,           0.0039821,             0.99011,             0.98935,               0.995,             0.87298,           0.0079573,           0.0018265,           0.0005898,            0.006238,            0.006238,            0.006238
                  59,            0.018972,           0.0066171,           0.0033102,             0.99011,             0.97739,               0.995,             0.86515,           0.0084382,           0.0018038,           0.0022264,            0.006172,            0.006172,            0.006172
                  60,            0.018528,           0.0067224,           0.0036528,             0.99351,                   1,               0.995,             0.88023,            0.007785,            0.001798,          0.00033095,            0.006106,            0.006106,            0.006106
                  61,            0.018164,           0.0065633,            0.003015,             0.98976,                   1,               0.995,             0.89239,           0.0080066,           0.0018296,          0.00030463,             0.00604,             0.00604,             0.00604
                  62,            0.018816,           0.0066624,           0.0037069,             0.98923,                   1,               0.995,             0.89154,           0.0070003,           0.0020468,          0.00032036,            0.005974,            0.005974,            0.005974
                  63,            0.018351,           0.0065898,           0.0029036,             0.98993,                   1,               0.995,              0.8726,           0.0078342,           0.0018443,          0.00029261,            0.005908,            0.005908,            0.005908
                  64,            0.018252,           0.0063893,           0.0033901,             0.98897,                   1,               0.995,             0.88432,           0.0083477,           0.0018892,          0.00030262,            0.005842,            0.005842,            0.005842
                  65,            0.017708,           0.0064543,           0.0041157,             0.99266,                   1,               0.995,             0.88851,           0.0080309,           0.0017106,          0.00031486,            0.005776,            0.005776,            0.005776
                  66,             0.01809,            0.006367,           0.0038654,             0.98934,                   1,               0.995,             0.86184,           0.0085907,           0.0017856,          0.00032079,             0.00571,             0.00571,             0.00571
                  67,            0.018025,           0.0065924,            0.003922,             0.99042,                   1,               0.995,             0.87804,           0.0077494,           0.0018018,          0.00036478,            0.005644,            0.005644,            0.005644
                  68,            0.018228,           0.0064279,           0.0032171,             0.99233,                   1,               0.995,             0.88173,           0.0073987,           0.0017843,          0.00036192,            0.005578,            0.005578,            0.005578
                  69,            0.017904,            0.006568,           0.0027546,             0.99274,                   1,               0.995,             0.89232,           0.0071274,           0.0016802,          0.00025792,            0.005512,            0.005512,            0.005512
                  70,            0.018086,           0.0063568,           0.0029115,             0.99134,                   1,               0.995,             0.89203,            0.007672,           0.0019192,          0.00027909,            0.005446,            0.005446,            0.005446
                  71,            0.017143,           0.0061486,            0.003327,             0.99121,                   1,               0.995,              0.8813,           0.0077428,           0.0016737,          0.00028574,             0.00538,             0.00538,             0.00538
                  72,            0.018112,            0.006447,           0.0024476,             0.98851,                   1,               0.995,             0.88606,           0.0075735,           0.0018762,          0.00046592,            0.005314,            0.005314,            0.005314
                  73,            0.017009,           0.0061728,           0.0030268,             0.98899,                   1,               0.995,             0.88651,           0.0069928,           0.0016304,          0.00028431,            0.005248,            0.005248,            0.005248
                  74,            0.017655,           0.0062376,           0.0025959,             0.99082,                   1,               0.995,             0.88026,           0.0079286,           0.0017471,          0.00022788,            0.005182,            0.005182,            0.005182
                  75,            0.016613,           0.0063955,           0.0026479,             0.99147,                   1,               0.995,             0.87762,           0.0069135,           0.0019141,           0.0002351,            0.005116,            0.005116,            0.005116
                  76,            0.016792,           0.0063086,            0.002726,             0.99079,                   1,               0.995,             0.90023,           0.0068635,           0.0016563,          0.00021143,             0.00505,             0.00505,             0.00505
                  77,            0.016796,           0.0062454,           0.0019452,             0.98647,                   1,               0.995,             0.89203,           0.0067611,           0.0016714,          0.00024219,            0.004984,            0.004984,            0.004984
                  78,            0.017135,            0.005998,           0.0020708,             0.98931,                   1,               0.995,             0.90682,            0.007358,           0.0019019,          0.00024927,            0.004918,            0.004918,            0.004918
                  79,            0.016485,           0.0061867,           0.0025543,             0.99043,             0.99897,               0.995,              0.8813,           0.0075191,           0.0018079,          0.00021147,            0.004852,            0.004852,            0.004852
                  80,              0.0168,            0.006161,           0.0025029,             0.99105,                   1,               0.995,              0.8925,           0.0068344,           0.0017955,          0.00024219,            0.004786,            0.004786,            0.004786
                  81,            0.016702,           0.0062229,           0.0021918,             0.99253,                   1,               0.995,             0.90162,           0.0072882,           0.0019431,          0.00024505,             0.00472,             0.00472,             0.00472
                  82,             0.01677,           0.0060311,           0.0026252,             0.98966,                   1,               0.995,             0.90241,           0.0072461,           0.0018181,          0.00059109,            0.004654,            0.004654,            0.004654
                  83,            0.016863,           0.0059813,           0.0022713,             0.98914,             0.99909,               0.995,             0.87506,           0.0078246,           0.0019731,          0.00023189,            0.004588,            0.004588,            0.004588
                  84,            0.016397,           0.0061647,           0.0021766,             0.98883,                   1,               0.995,             0.89123,           0.0076011,           0.0015532,          0.00024569,            0.004522,            0.004522,            0.004522
                  85,            0.016142,           0.0061054,           0.0025242,             0.99278,                   1,               0.995,             0.88866,           0.0070368,           0.0017771,          0.00024033,            0.004456,            0.004456,            0.004456
                  86,            0.015819,           0.0060422,           0.0024284,              0.9913,                   1,               0.995,             0.86916,            0.007052,           0.0018346,          0.00032415,             0.00439,             0.00439,             0.00439
                  87,            0.015706,           0.0059803,           0.0022346,             0.99244,                   1,               0.995,             0.88829,             0.00687,           0.0016929,          0.00018926,            0.004324,            0.004324,            0.004324
                  88,            0.016549,           0.0060963,           0.0019183,             0.99197,                   1,               0.995,             0.89174,           0.0068002,           0.0018158,          0.00026765,            0.004258,            0.004258,            0.004258
                  89,            0.015473,            0.005979,           0.0023504,             0.99193,                   1,               0.995,             0.87859,           0.0071678,           0.0018272,          0.00021393,            0.004192,            0.004192,            0.004192
                  90,            0.015755,           0.0058827,            0.001957,             0.99027,                   1,               0.995,             0.88763,           0.0073955,             0.00176,          0.00016451,            0.004126,            0.004126,            0.004126
                  91,            0.015894,           0.0057193,            0.002139,             0.99179,                   1,               0.995,             0.88927,           0.0066031,           0.0017517,          0.00022051,             0.00406,             0.00406,             0.00406
                  92,            0.016071,            0.005935,           0.0023405,               0.991,                   1,               0.995,             0.89455,           0.0069032,           0.0018565,          0.00016276,            0.003994,            0.003994,            0.003994
                  93,            0.015228,           0.0060201,           0.0019014,             0.99161,                   1,               0.995,             0.89609,           0.0069888,           0.0017496,          0.00017442,            0.003928,            0.003928,            0.003928
                  94,             0.01525,           0.0058215,           0.0017509,             0.99045,                   1,               0.995,             0.89889,           0.0070524,           0.0019435,          0.00020438,            0.003862,            0.003862,            0.003862
                  95,            0.015537,           0.0058599,           0.0019306,             0.98953,                   1,               0.995,              0.8887,           0.0068838,           0.0019051,          0.00016108,            0.003796,            0.003796,            0.003796
                  96,            0.015138,           0.0056759,           0.0020329,              0.9908,                   1,               0.995,             0.89176,            0.006889,           0.0017515,          0.00015278,             0.00373,             0.00373,             0.00373
                  97,            0.015279,           0.0057108,           0.0021157,             0.99192,             0.99823,               0.995,             0.90523,           0.0065348,           0.0016979,          0.00013157,            0.003664,            0.003664,            0.003664
                  98,            0.015249,            0.005845,            0.001736,             0.99006,                   1,               0.995,             0.90203,            0.006805,           0.0016109,          0.00020607,            0.003598,            0.003598,            0.003598
                  99,            0.015331,           0.0056363,           0.0016887,             0.99199,                   1,               0.995,             0.88946,           0.0073291,           0.0016369,          0.00012594,            0.003532,            0.003532,            0.003532
                 100,             0.01503,           0.0058394,           0.0018352,             0.99133,                   1,               0.995,             0.90172,           0.0067938,            0.001547,          0.00014981,            0.003466,            0.003466,            0.003466
                 101,            0.014978,           0.0057362,           0.0021803,             0.99086,                   1,               0.995,             0.89459,           0.0068207,           0.0016475,          0.00017345,              0.0034,              0.0034,              0.0034
                 102,            0.014636,           0.0056781,           0.0015274,             0.99116,                   1,               0.995,             0.89983,           0.0069739,           0.0017957,          0.00015671,            0.003334,            0.003334,            0.003334
                 103,             0.01518,           0.0056904,           0.0019815,             0.99031,                   1,               0.995,             0.89649,            0.006699,           0.0016242,           0.0001026,            0.003268,            0.003268,            0.003268
                 104,            0.014849,           0.0054725,           0.0019071,             0.99151,                   1,               0.995,             0.91201,           0.0067426,           0.0015951,          8.7065e-05,            0.003202,            0.003202,            0.003202
                 105,            0.014684,           0.0056154,           0.0019766,             0.99182,                   1,               0.995,             0.90469,           0.0069849,           0.0019051,          9.1025e-05,            0.003136,            0.003136,            0.003136
                 106,            0.014468,           0.0056057,           0.0016318,             0.99078,                   1,               0.995,             0.89566,           0.0068523,           0.0017783,          9.1276e-05,             0.00307,             0.00307,             0.00307
                 107,            0.014521,           0.0054573,           0.0015148,             0.99237,                   1,               0.995,             0.90912,           0.0067816,           0.0017077,          8.6921e-05,            0.003004,            0.003004,            0.003004
                 108,            0.014796,           0.0055382,           0.0013672,             0.99194,                   1,               0.995,             0.90291,           0.0070192,           0.0016251,          9.3824e-05,            0.002938,            0.002938,            0.002938
                 109,             0.01432,           0.0056036,            0.001635,             0.99222,                   1,               0.995,             0.91521,           0.0065644,           0.0017298,          0.00010468,            0.002872,            0.002872,            0.002872
                 110,            0.014099,           0.0055217,           0.0020767,             0.99022,                   1,               0.995,             0.89225,           0.0068894,           0.0018003,          9.1875e-05,            0.002806,            0.002806,            0.002806
                 111,            0.014293,           0.0055084,            0.002382,             0.99351,                   1,               0.995,             0.91557,           0.0064815,           0.0017142,          9.3341e-05,             0.00274,             0.00274,             0.00274
                 112,            0.013827,           0.0056131,           0.0014343,             0.99145,                   1,               0.995,              0.9197,           0.0060647,           0.0016028,          8.2684e-05,            0.002674,            0.002674,            0.002674
                 113,            0.013863,           0.0055707,           0.0012839,             0.99189,                   1,               0.995,             0.90533,           0.0063546,           0.0016386,           8.018e-05,            0.002608,            0.002608,            0.002608
                 114,            0.013888,           0.0055353,           0.0018446,             0.99119,                   1,               0.995,             0.90974,           0.0062671,           0.0017057,          7.8106e-05,            0.002542,            0.002542,            0.002542
                 115,            0.013668,           0.0055067,           0.0015437,             0.99242,                   1,               0.995,             0.90175,           0.0065746,           0.0016118,          7.5442e-05,            0.002476,            0.002476,            0.002476
                 116,            0.013943,            0.005363,           0.0019319,             0.99025,                   1,               0.995,             0.90652,           0.0060419,           0.0014235,          9.1928e-05,             0.00241,             0.00241,             0.00241
                 117,             0.01367,           0.0054287,            0.002028,             0.99183,                   1,               0.995,             0.91429,           0.0060648,           0.0016016,          7.1865e-05,            0.002344,            0.002344,            0.002344
                 118,            0.013703,           0.0055309,           0.0022733,             0.99073,                   1,               0.995,             0.90762,           0.0061408,            0.001744,          6.7699e-05,            0.002278,            0.002278,            0.002278
                 119,            0.013824,           0.0053705,           0.0016315,             0.99225,                   1,               0.995,             0.91646,           0.0061036,            0.001706,          6.1512e-05,            0.002212,            0.002212,            0.002212
                 120,            0.013421,           0.0056065,           0.0015331,             0.99178,                   1,               0.995,             0.91218,           0.0060552,           0.0015686,          7.0882e-05,            0.002146,            0.002146,            0.002146
                 121,            0.013479,           0.0053336,           0.0010782,             0.99265,                   1,               0.995,             0.92017,           0.0061003,           0.0014144,          5.3644e-05,             0.00208,             0.00208,             0.00208
                 122,            0.013175,           0.0052886,           0.0019291,             0.99129,                   1,               0.995,             0.91217,           0.0061109,           0.0016032,          6.2853e-05,            0.002014,            0.002014,            0.002014
                 123,             0.01326,            0.005284,           0.0015951,             0.99029,                   1,               0.995,             0.91324,           0.0059783,           0.0014964,          6.3568e-05,            0.001948,            0.001948,            0.001948
                 124,            0.013216,           0.0053061,            0.001694,             0.99316,                   1,               0.995,             0.90295,           0.0061403,           0.0015607,          5.6881e-05,            0.001882,            0.001882,            0.001882
                 125,            0.012875,           0.0053065,           0.0014632,             0.99181,                   1,               0.995,             0.91344,           0.0063912,           0.0017036,          4.9612e-05,            0.001816,            0.001816,            0.001816
                 126,            0.013021,           0.0053838,           0.0010957,             0.99135,                   1,               0.995,             0.92312,            0.005837,           0.0015154,          3.9509e-05,             0.00175,             0.00175,             0.00175
                 127,            0.012137,           0.0053244,           0.0011081,              0.9923,                   1,               0.995,             0.91303,           0.0058532,           0.0015945,          3.2446e-05,            0.001684,            0.001684,            0.001684
                 128,            0.012867,           0.0051908,          0.00093268,             0.99323,                   1,               0.995,             0.92239,           0.0061749,           0.0015371,           3.127e-05,            0.001618,            0.001618,            0.001618
                 129,            0.012951,           0.0052442,          0.00090778,             0.99274,                   1,               0.995,             0.90919,            0.006071,           0.0015061,          3.0278e-05,            0.001552,            0.001552,            0.001552
                 130,            0.012683,           0.0052837,           0.0015299,              0.9923,                   1,               0.995,              0.9151,           0.0063429,           0.0016081,          2.4634e-05,            0.001486,            0.001486,            0.001486
                 131,            0.012945,            0.005304,          0.00098816,             0.99271,                   1,               0.995,             0.91753,           0.0059687,           0.0015998,          2.5745e-05,             0.00142,             0.00142,             0.00142
                 132,            0.012853,            0.005133,           0.0011608,             0.99208,                   1,               0.995,             0.92797,           0.0059112,           0.0016582,          2.6634e-05,            0.001354,            0.001354,            0.001354
                 133,            0.012084,           0.0050308,          0.00097795,             0.99231,                   1,               0.995,             0.92816,           0.0058209,           0.0015718,           2.389e-05,            0.001288,            0.001288,            0.001288
                 134,            0.012427,           0.0050403,           0.0012938,             0.99234,                   1,               0.995,             0.91794,           0.0057965,           0.0014857,          1.9996e-05,            0.001222,            0.001222,            0.001222
                 135,            0.012486,            0.005128,           0.0013478,             0.99299,                   1,               0.995,             0.92516,           0.0060871,           0.0016339,          1.9276e-05,            0.001156,            0.001156,            0.001156
                 136,            0.012005,           0.0049295,           0.0013426,             0.99238,                   1,               0.995,             0.91823,           0.0059665,           0.0016555,          1.7743e-05,             0.00109,             0.00109,             0.00109
                 137,            0.012385,           0.0051706,           0.0011643,             0.99294,                   1,               0.995,             0.91732,           0.0057966,           0.0016073,          1.8686e-05,            0.001024,            0.001024,            0.001024
                 138,            0.012259,           0.0049972,           0.0011643,             0.99294,                   1,               0.995,             0.91499,           0.0057594,           0.0015597,          1.7841e-05,            0.000958,            0.000958,            0.000958
                 139,            0.011907,           0.0050309,          0.00083017,             0.99155,                   1,               0.995,             0.92319,           0.0058006,           0.0015544,           1.536e-05,            0.000892,            0.000892,            0.000892
                 140,            0.011858,           0.0052081,           0.0010767,             0.99239,                   1,               0.995,             0.92043,           0.0057392,           0.0014428,          1.2973e-05,            0.000826,            0.000826,            0.000826
                 141,            0.011643,           0.0050593,          0.00096647,              0.9923,                   1,               0.995,             0.91157,           0.0059032,           0.0014961,          1.2043e-05,             0.00076,             0.00076,             0.00076
                 142,            0.012227,           0.0050632,           0.0010402,             0.99271,                   1,               0.995,             0.90885,           0.0057985,           0.0015888,          1.0617e-05,            0.000694,            0.000694,            0.000694
                 143,            0.012251,           0.0051626,           0.0012047,             0.99233,                   1,               0.995,             0.91032,             0.00581,           0.0016015,          1.1592e-05,            0.000628,            0.000628,            0.000628
                 144,            0.011683,           0.0050677,           0.0011623,             0.99142,                   1,               0.995,             0.91475,           0.0056918,           0.0015506,          1.0888e-05,            0.000562,            0.000562,            0.000562
                 145,             0.01137,           0.0050605,            0.001406,             0.99241,                   1,               0.995,             0.91948,           0.0056597,            0.001513,          8.8133e-06,            0.000496,            0.000496,            0.000496
                 146,            0.012129,           0.0050012,          0.00060913,             0.99291,                   1,               0.995,             0.91938,           0.0056409,           0.0015091,          1.0056e-05,             0.00043,             0.00043,             0.00043
                 147,            0.011551,           0.0051884,           0.0010073,              0.9926,                   1,               0.995,             0.91848,           0.0056736,           0.0015417,          9.2313e-06,            0.000364,            0.000364,            0.000364
                 148,            0.011779,           0.0048679,          0.00072717,             0.99251,                   1,               0.995,             0.91299,           0.0056975,           0.0015824,           8.364e-06,            0.000298,            0.000298,            0.000298
                 149,            0.011652,           0.0047784,           0.0011129,             0.99284,                   1,               0.995,             0.91377,            0.005718,           0.0015711,          7.6823e-06,            0.000232,            0.000232,            0.000232
